pairID	sentence1	sentence2	gold_label
2461	قبطان الدم كشف رأسه وأومأ برأسه لإلقاء التحية بصمت التي ردتها له بصمت.	ينحني الكابتن بلدي بصمت لأنه هادئ	neutral
2462	قبطان الدم كشف رأسه وأومأ برأسه لإلقاء التحية بصمت التي ردتها له بصمت.	كابتن الدم تجاهل حضورها تماماً ولم تلاحظه حتى.	contradiction
2463	قبطان الدم كشف رأسه وأومأ برأسه لإلقاء التحية بصمت التي ردتها له بصمت.	استجابت لتحية النقيب بلود بطريقة رسمية وهادئة.	entailment
2464	كانت هناك مشكلة مع الأسقف منذ لحظة الهبوط.	كانت هناك مشاكل مع بيشوب منذ الهبوط.	entailment
2465	كانت هناك مشكلة مع الأسقف منذ لحظة الهبوط.	كانت هناك مشكلة مع الأسقف ذلك أن لا يوجد أي  أحد يحبه.	neutral
2466	كانت هناك مشكلة مع الأسقف منذ لحظة الهبوط.	لم تكن هناك مشاكل ، كل شيء كان على ما يرام تماما.	contradiction
2467	وفى هذه الاثناء بدأ أوغل فى فقدان صبره .	لقد انتظرت أوغل منذ وقت طويل.	neutral
2468	وفى هذه الاثناء بدأ أوغل فى فقدان صبره .	فقد غولز صبره.	entailment
2469	وفى هذه الاثناء بدأ أوغل فى فقدان صبره .	كانت Ogle مسالمة وهادئة.	contradiction
2470	كان اللورد جوليان غاضباً ، وأنا أرجح أنه كثيراً ما كان.	لا أعتقد أن اللورد جوليان كان موضع خلاف ، لقد كان غبيا جدا!	contradiction
2471	كان اللورد جوليان غاضباً ، وأنا أرجح أنه كثيراً ما كان.	اعتقد أن اللورد جوليان كان جامعاً مانعاً ، كما اعتاد أن يكون .	entailment
2472	كان اللورد جوليان غاضباً ، وأنا أرجح أنه كثيراً ما كان.	كان اللورد جوليان موضع خلاف وحكيمًا في ذات الوقت، وأنا أرى أنه كان كذلك بسبب منصبه	neutral
2473	آي - صفقة من الأكاذيب، شكوك، كما يمكنني أن أثبت لك.	لا أستطيع أن أثبت لك أي شيء على الإطلاق.	contradiction
2474	آي - صفقة من الأكاذيب، شكوك، كما يمكنني أن أثبت لك.	يمكنني إثبات ذلك بسبب كل الأدلة التي جمعتها بدون علمك.	neutral
2475	آي - صفقة من الأكاذيب، شكوك، كما يمكنني أن أثبت لك.	يمكنني أن أثبت لك الأكاذيب التي كانت موجودة في المعاملات.	entailment
2479	كنت متسرعًا للهبوط بك.	لقد أراد حبيبة.	neutral
2480	كنت متسرعًا للهبوط بك.	كان الشخص في عجلة من أمره.	entailment
2481	كنت متسرعًا للهبوط بك.	كان الشخص يستغل و قتهم.	contradiction
2482	يجب أن ترى الخطر.	يجب ألا تنظر إلى الأزمة التي تحدث في هذه اللحظة بالذات.	contradiction
2483	يجب أن ترى الخطر.	تحتاج إلى أن تنتبه أكثر.	neutral
2484	يجب أن ترى الخطر.	أنت حقا بحاجة إلى أن تكون على علم بالحالة الطارئة التي تحدث.	entailment
2485	أدرك تماما ما فعلت، وأتفهم ذلك جزئيا، على الأقل، ربما حثَّك احترامك لي.	لا أفهم ماذا فعلت أو لماذا قمت به.	contradiction
2486	أدرك تماما ما فعلت، وأتفهم ذلك جزئيا، على الأقل، ربما حثَّك احترامك لي.	أنت تركت السفينة تغرق ، بالرغم من أنك فكرت أن لا تخبرني لأن ذلك يمكن أن يحزنني.	neutral
2487	أدرك تماما ما فعلت، وأتفهم ذلك جزئيا، على الأقل، ربما حثَّك احترامك لي.	كان عليك أن تفكر في قبل أن تفعل ما فعلته.	entailment
2491	أنا لن أحتجزك بعد الآن، يا سيدتي.	لن أحتجزك لفترة أطول، يا سيدتي.	entailment
2492	أنا لن أحتجزك بعد الآن، يا سيدتي.	لن أعتقلك بعد الآن لأنه لن يكون عادلاً يا سيدتي.	neutral
2493	أنا لن أحتجزك بعد الآن، يا سيدتي.	سيدتي ستُحتجزين لبقية حياتك.	contradiction
2500	إنها فرصتنا الوحيدة .... لقد غرقت بقية كلماته في صيحات الأيدي التي تصر على أن يتم التخلي عن الفتاة لاحتجازها كرهينة	لم يتبق لدينا إلا فرصة واحدة وهي استسلام الفتاة.	entailment
2501	إنها فرصتنا الوحيدة .... لقد غرقت بقية كلماته في صيحات الأيدي التي تصر على أن يتم التخلي عن الفتاة لاحتجازها كرهينة	يوجد العديد من البدائل لحل تلك المشكلة بدلًا من تسليم الفتاة كرهينة.	contradiction
2502	إنها فرصتنا الوحيدة .... لقد غرقت بقية كلماته في صيحات الأيدي التي تصر على أن يتم التخلي عن الفتاة لاحتجازها كرهينة	تسليم الرهينة سيعني موتا محققا لها.	neutral
2503	هذا ليس في الصفقة.	كل شيء مدرج في الصفقة.	contradiction
2504	هذا ليس في الصفقة.	هذا الشرط ليس من ضمن الاتفاق التجاري بيننا ، لأنه لن يكون عادلاً.	neutral
2505	هذا ليس في الصفقة.	هذا غير موجود في الاتفاقية.	entailment
2518	لاحظ شحوبها ونبرة صوتها وتذبذب شفتيها وعينيها الزائغتين اللتين كانتا تحدقان فيه والفضول الشاهد على تحديد مصيرها.	لقد رفضت حتى أن تنظر إليه.	contradiction
2519	لاحظ شحوبها ونبرة صوتها وتذبذب شفتيها وعينيها الزائغتين اللتين كانتا تحدقان فيه والفضول الشاهد على تحديد مصيرها.	كانت خائفة من أن يقتلها.	neutral
2520	لاحظ شحوبها ونبرة صوتها وتذبذب شفتيها وعينيها الزائغتين اللتين كانتا تحدقان فيه والفضول الشاهد على تحديد مصيرها.	كانت تنظر إليه.	entailment
2521	وقالت إنها تجمدت في ذكرى ذلك.	لقد هتفت ببهجة بمجرد التفكير بها!	contradiction
2522	وقالت إنها تجمدت في ذكرى ذلك.	كانت تحاول عدم التفكير في الحدث الذي وقع.	neutral
2523	وقالت إنها تجمدت في ذكرى ذلك.	التفكير في الحدث جعلها ترتجف.	entailment
2524	أيى ! وضج الجوقه من القراصنة فى الأسفل ، وواحد أو اثنين وضحو ذلك الإقرار .	جميع البوكانيرز في معظم السفن يصيحون في تناغم.	neutral
2525	أيى ! وضج الجوقه من القراصنة فى الأسفل ، وواحد أو اثنين وضحو ذلك الإقرار .	كان القراصنة صوتهم عال عند الرد بالإيجاب.	entailment
2526	أيى ! وضج الجوقه من القراصنة فى الأسفل ، وواحد أو اثنين وضحو ذلك الإقرار .	لم يكن هناك أي علامة على وجود القراصنة بالأسفل لأنهم كانوا صامتين.	contradiction
2536	اقتحم كرسيًا في المقصورة، وانفجر بعنف وهو أمر غريب عنه بالكامل.	جلس على كرسي في المقصورة.	entailment
2537	اقتحم كرسيًا في المقصورة، وانفجر بعنف وهو أمر غريب عنه بالكامل.	لقد جلس في الكرسي الأخضر في المقصورة.	neutral
2538	اقتحم كرسيًا في المقصورة، وانفجر بعنف وهو أمر غريب عنه بالكامل.	جلس على أرضية الطائرة حيث لم يكن هناك أي كراسي متوفرة.	contradiction
2539	أنا قتله، هذا صحيح.	قتل رجل.	entailment
2540	أنا قتله، هذا صحيح.	لقد قتل بسيف.	neutral
2541	أنا قتله، هذا صحيح.	تم إنقاذ حياة الرجل.	contradiction
2542	ايها القبطان ، هو يقول ، وبينما هو يتحث أشار الى السفينة المطاردة ، كولونيل بيشوب تبقى معنا .	كان الكولونيل بيشوب غاضباً لأن القبطان سرق شيئاً.	neutral
2543	ايها القبطان ، هو يقول ، وبينما هو يتحث أشار الى السفينة المطاردة ، كولونيل بيشوب تبقى معنا .	كانت السفن الموجودة خلفهم مملوكة لأصدقائهم.	contradiction
